epoch, time, test_loss, train_loss, test_accuracy, train_acc, reconstruction_loss_train, reconstruction_loss_test, margin_loss_train, margin_loss_test
0, 52.34252452850342, 0.6489544805092148, 0.6800434018739245, 11.5, 10.253333333333334, 200.72684079950506, 193.6185611773141, 0.5796799752861261, 0.552145203457603
1, 51.66578984260559, 0.5867305820501303, 0.6326851446858861, 21.77, 15.562222222222221, 191.24938422983342, 174.04337899896163, 0.537060449492525, 0.49970888714247114
2, 51.293264865875244, 0.4808064778394337, 0.546412683007392, 40.96, 31.16888888888889, 176.01977933536875, 152.80393228651602, 0.4584027891131965, 0.4044045081621484
3, 51.10187649726868, 0.43903206458574606, 0.47469725874675944, 45.04, 41.348888888888894, 147.07695508003235, 123.42811594130117, 0.40115877808156336, 0.37731800992277603
4, 51.56169366836548, 0.41786223725427557, 0.44046499309214676, 48.84, 45.824444444444445, 127.35278745131059, 116.6979117091698, 0.37678859797729686, 0.3595132786261884
5, 51.29693126678467, 0.4074492771414262, 0.4245374857194044, 50.31, 47.904444444444444, 121.17689938978715, 109.98274076437649, 0.36394903470169415, 0.3524579017222682
6, 51.287869453430176, 0.4003634486771837, 0.4131189025091854, 51.33, 50.15777777777778, 117.6776349327781, 105.81383582006526, 0.3542800804769451, 0.34745653067963034
7, 51.6826651096344, 0.393056614489495, 0.40246279224414716, 53.010000000000005, 51.97555555555555, 115.2163928638805, 105.17097994647449, 0.34485459243032063, 0.3404711201975617
8, 51.56918025016785, 0.3859557811217972, 0.3952145523984324, 53.39, 53.10666666666667, 113.1528800834309, 104.81568715542177, 0.3386381095783277, 0.3335479350784157
9, 51.5866117477417, 0.39037247624578353, 0.3880119595507329, 53.669999999999995, 54.666666666666664, 112.05801504308528, 105.70881614202186, 0.33198294907130976, 0.33751806428160847
10, 51.51297736167908, 0.37244664377804043, 0.3834978180344809, 55.900000000000006, 55.29555555555555, 110.42144391753457, 99.76696806316134, 0.3282870933074843, 0.32256315818315817
11, 51.553855180740356, 0.37143010466913634, 0.37462786271829496, 56.830000000000005, 57.19555555555556, 109.97839598222212, 102.30317997027048, 0.31963866331021895, 0.32027851026269455
12, 51.14662766456604, 0.38171910485134847, 0.3704513196240772, 54.33, 57.96666666666667, 109.75929184393449, 100.0921766063835, 0.31557167135179043, 0.3316730121268502
