epoch, time, test_loss, train_loss, test_accuracy, train_acc, reconstruction_loss_train, reconstruction_loss_test, margin_loss_train, margin_loss_test
0, 52.63336420059204, 0.5177645136283923, 0.6139275633137334, 34.449999999999996, 18.502222222222223, 195.05180484598333, 168.9707268823551, 0.5164016543633558, 0.43327914649927163
1, 51.494508266448975, 0.45373084650763984, 0.4983587468212301, 43.49, 38.77111111111111, 174.28835374658757, 152.69535035724883, 0.4112145644189282, 0.37738316987134235
2, 51.667951583862305, 0.4212522427492504, 0.4506153112954714, 49.34, 46.22, 155.35095917094839, 137.78308414507515, 0.3729398279366168, 0.3523606997502001
3, 51.74006009101868, 0.4074991639656357, 0.42353755413469946, 51.07000000000001, 49.562222222222225, 138.89055945656517, 123.64981088759023, 0.3540922718291933, 0.3456742540944981
4, 51.542396068573, 0.39166973927353, 0.4062838142060421, 53.56999999999999, 52.39111111111111, 131.40626432678917, 115.4860751960851, 0.3405806786296042, 0.33392670147026643
5, 51.54494786262512, 0.3901598962801921, 0.39207506086677313, 54.22, 54.68888888888889, 126.49552143703808, 117.17855207225945, 0.32882729841565544, 0.33157061964650697
6, 51.47376465797424, 0.3834901116316832, 0.37907411623746157, 55.559999999999995, 56.31777777777778, 122.45885796980424, 110.57804117323477, 0.3178446859290654, 0.32820108570630036
7, 51.59232687950134, 0.3647393169282358, 0.3663435551253232, 58.01, 58.78444444444444, 119.40338904207402, 106.575292466562, 0.306641856377775, 0.3114516678490216
8, 51.45398020744324, 0.3679004737847968, 0.35547171541574324, 57.330000000000005, 60.382222222222225, 115.76784407008778, 106.52535257460195, 0.29758779162710364, 0.3146377911296072
9, 51.65051031112671, 0.35549358853810953, 0.3469104166565971, 59.34, 62.03333333333333, 114.5104473287409, 107.42547404615185, 0.2896551878868856, 0.30178084743173816
10, 51.776235818862915, 0.3498741294009776, 0.3381228946488012, 60.029999999999994, 63.577777777777776, 112.8981851014224, 102.140457732768, 0.28167380049655383, 0.2988038957118988
11, 51.939526319503784, 0.3533318167245841, 0.3282114893028682, 59.12, 65.11111111111111, 110.42473970759998, 101.56603018845183, 0.2729991178282283, 0.30254880046542687
