epoch, time, test_loss, train_loss, test_accuracy, train_acc, reconstruction_loss_train, reconstruction_loss_test, margin_loss_train, margin_loss_test
0, 52.463184118270874, 0.6175606975072547, 0.6720048595558513, 19.830000000000002, 11.328888888888889, 200.03704023361206, 181.16577187067347, 0.571986336007037, 0.5269778084151352
1, 51.342034578323364, 0.4654633210429662, 0.5335444250906055, 41.730000000000004, 31.537777777777777, 168.64662324298513, 140.00260172010977, 0.449221110818061, 0.39546201689333854
2, 51.30410075187683, 0.43765087369122085, 0.4727217185057022, 45.49, 40.913333333333334, 144.29103062369606, 131.22431491900093, 0.40057619991288945, 0.3720387141161327
3, 51.334583044052124, 0.4230113372772555, 0.43660124094987457, 48.15, 46.044444444444444, 126.25460609522733, 117.84255913843083, 0.3734739361838861, 0.3640900563590134
4, 51.6950159072876, 0.40209425287910655, 0.42105761771513656, 51.11, 48.63777777777778, 120.65971745144238, 109.00948179220852, 0.36072775653817435, 0.34758950751039047
5, 51.6644926071167, 0.3892385986032365, 0.40907862604680384, 52.839999999999996, 50.8, 116.94203149188648, 106.55832565887064, 0.35060760692100634, 0.33595943186856525
6, 51.259567737579346, 0.38703947768935676, 0.39882125561548903, 53.36, 52.49555555555555, 115.49483167041431, 109.26975655857521, 0.3410738371312618, 0.33240459614162204
7, 51.35111737251282, 0.37965337347380723, 0.3896006697958166, 54.449999999999996, 53.957777777777785, 112.06386232376099, 104.81900797010977, 0.33356873597949743, 0.32724386830873126
8, 51.2698187828064, 0.38284738493871084, 0.38231514707546344, 53.55, 55.64, 112.14199777082963, 103.44018863726266, 0.3262441457164558, 0.3311272859573364
9, 51.381251096725464, 0.36667983177341995, 0.37185422830622306, 56.53, 57.32666666666667, 109.06586985154586, 100.49529604368573, 0.3173212899233807, 0.3164321821701678
10, 51.542500019073486, 0.3656237476234195, 0.365088559856469, 58.309999999999995, 58.306666666666665, 109.26336188749833, 111.26616301717637, 0.31045687647367065, 0.3099906648261638
11, 51.40968656539917, 0.363145177877402, 0.3578448042442853, 57.330000000000005, 59.68222222222222, 106.84470382603732, 102.71202319181418, 0.3044224498285489, 0.3117891655692571
12, 51.55447697639465, 0.35839331602748437, 0.35261330931362783, 58.209999999999994, 60.68888888888889, 106.3682579127225, 101.2938791588892, 0.29942917895757337, 0.3077463760406156
13, 51.677104473114014, 0.3528034585186198, 0.34814162484624167, 59.28, 61.10888888888889, 105.48918717557734, 105.31311315222632, 0.2953970298509706, 0.3001468985141078
14, 51.21729850769043, 0.36397807507575314, 0.344179828481918, 58.120000000000005, 62.193333333333335, 105.27536996928129, 99.13748111000544, 0.2915421427989548, 0.314409333505208
15, 51.40595746040344, 0.35155962200104435, 0.33734683438458224, 58.74, 63.022222222222226, 103.81841739741239, 97.52582347242138, 0.2854376222768968, 0.3027967082548745
16, 51.26472473144531, 0.3443078455291217, 0.33304705420000985, 61.160000000000004, 63.94, 103.26951531930403, 96.77313773239715, 0.28141229489648883, 0.2959212732465961
17, 51.47706413269043, 0.3462103446827659, 0.3295883195136081, 60.24, 64.25777777777778, 102.6844628724185, 100.04973892018765, 0.27824608579447324, 0.29618547158905223
18, 51.57931399345398, 0.33850375496888463, 0.3265547329898585, 60.540000000000006, 65.03777777777778, 102.30576953020963, 95.23847092254252, 0.27540184413506225, 0.2908845172275471
19, 51.42111253738403, 0.34273633247689356, 0.3229556212371046, 61.0, 65.88888888888889, 102.01315186240457, 98.09139609035057, 0.2719490444287658, 0.2936906329815901
20, 51.56996774673462, 0.3394368528565274, 0.32107281193814496, 62.03999999999999, 65.98444444444445, 101.82733340696855, 102.3250240857088, 0.27015914289619436, 0.2882743385396426
21, 51.69683074951172, 0.3356229979780656, 0.3152134181423621, 61.650000000000006, 66.7911111111111, 100.61203041943637, 96.08369716209701, 0.2649073998274451, 0.287581146895131
22, 51.29168939590454, 0.34081089873857134, 0.3123278904875571, 61.550000000000004, 67.55333333333333, 100.81592108986594, 97.88062904454485, 0.26191992697898636, 0.29187058308456515
23, 51.3235068321228, 0.3328116905840137, 0.31361458729952574, 62.57, 67.38666666666666, 101.45563073591752, 97.55933418756798, 0.2628867689689452, 0.28403202321710463
24, 51.22186994552612, 0.32764044102234174, 0.30751357693225145, 63.04, 68.30888888888889, 100.36296502026644, 94.52122507216055, 0.25733209210871294, 0.2803798242460323
25, 51.62983226776123, 0.33559955222697196, 0.30578123989769, 62.46000000000001, 68.58222222222223, 99.62521344965154, 99.9234295615667, 0.25596862980587914, 0.28563783591306663
26, 51.31819796562195, 0.3330262627782701, 0.3032540651038289, 63.13999999999999, 69.26, 100.09571925076571, 96.44932614097112, 0.25320620453831827, 0.2848016001001189
27, 51.50075101852417, 0.33690941786464257, 0.30139586549590935, 62.760000000000005, 69.82444444444444, 99.71396680311723, 96.71142935451073, 0.2515388797460632, 0.2885537019258813
28, 51.245015144348145, 0.32753102198431766, 0.2983188549564643, 63.2, 69.9888888888889, 98.78852796554565, 94.0961853220493, 0.2489245884459127, 0.28048292198513125
29, 51.341965436935425, 0.32802617738518536, 0.29570811898024246, 63.73, 70.5, 99.8597157868472, 96.77007931093627, 0.24577825833958658, 0.2796411346408385
30, 51.50453996658325, 0.326843568795844, 0.2935625010339374, 63.49, 70.9688888888889, 99.39883383837613, 94.42721016799348, 0.2438630799085579, 0.2796299655603457
31, 51.59866142272949, 0.3379692850233633, 0.29205856285989285, 62.49, 71.24666666666667, 98.72472489963879, 97.58067399037036, 0.2426961971108209, 0.2891789444639713
32, 51.47139501571655, 0.32764482422720026, 0.28879935874349694, 63.22, 71.9088888888889, 99.38852680813183, 95.68375406385977, 0.23910509371622043, 0.2798029444640196
33, 51.68141150474548, 0.33424561385866963, 0.2869361930272796, 62.92, 72.38222222222223, 99.17558323253284, 97.54243894166584, 0.2373483992520381, 0.28547439243220074
34, 51.569650411605835, 0.32429162761833097, 0.2831905418160287, 63.970000000000006, 73.14222222222222, 98.60183999755166, 94.17776392683199, 0.23388961804184047, 0.2772027421978456
35, 51.344810009002686, 0.3301121124738379, 0.280836692545563, 63.55, 73.45333333333333, 98.33090435374866, 98.29065153870401, 0.23167123793709007, 0.28096678230581407
36, 51.34494066238403, 0.33253421662729, 0.27957930470901454, 63.11, 73.72, 99.18989812244068, 96.3230979050262, 0.22998435202647338, 0.2843726667799527
37, 51.670854330062866, 0.33099284428584425, 0.28018926266072824, 62.74999999999999, 73.69111111111111, 99.5269634290175, 96.15555572509766, 0.23042577805674888, 0.2829150642398037
38, 51.56185960769653, 0.3230670524548881, 0.27714552031829953, 63.800000000000004, 74.00888888888889, 97.3798809485002, 95.71985307524476, 0.2284555788659914, 0.2752071258765233
39, 51.44806957244873, 0.32670899244803414, 0.27421223859048705, 64.18, 74.67555555555555, 98.2864224693992, 97.52669476859177, 0.2250690249810842, 0.2779456426071215
40, 51.501009464263916, 0.32610697082326384, 0.2715912259776484, 64.47, 75.48666666666666, 98.53899435563521, 96.29692502565021, 0.22232172612778164, 0.27795850513856624
41, 51.399675130844116, 0.3240748093098025, 0.26953402694992046, 64.45, 75.53999999999999, 97.96423105760054, 96.71021560475796, 0.2205519082702019, 0.27571969715100303
42, 51.23653602600098, 0.3263731361189975, 0.2693329022519968, 63.6, 75.49333333333334, 97.88782085071911, 95.19136955164656, 0.22038898820226843, 0.2787774467392813
43, 51.485737323760986, 0.33024196421043783, 0.2677213182164864, 62.870000000000005, 76.39333333333333, 98.62796308777548, 96.41219860994363, 0.21840733459050005, 0.2820358640408214
44, 51.561822175979614, 0.32892197445978094, 0.2639894497326829, 63.870000000000005, 76.42444444444443, 97.36742440136996, 96.49351366260383, 0.21530573552643711, 0.2806752160002914
45, 51.631797313690186, 0.32966164169432244, 0.2639506126923317, 62.81, 76.44, 97.34680444544011, 97.9113999378832, 0.21527720865031535, 0.28070593955396095
46, 51.55737257003784, 0.3262129075165036, 0.2640073414976624, 63.88, 76.59555555555555, 97.54818554358049, 98.72203160539458, 0.21523324569517915, 0.27685189096233515
47, 51.41451954841614, 0.32840702541266814, 0.2582154790447517, 64.14, 77.52666666666667, 97.29504799842834, 97.8342359518703, 0.2095679525624622, 0.27948990501934967
48, 51.632436990737915, 0.3319927246510228, 0.26040975063700567, 63.32, 77.26222222222222, 97.86164493994279, 98.68775244604183, 0.21147892632606355, 0.28264884386636036
49, 51.36634302139282, 0.328436322227309, 0.25541609318249603, 63.370000000000005, 77.88222222222223, 97.41065887971358, 100.83017498933816, 0.20671076196330515, 0.27802123317990124
50, 51.32151556015015, 0.3256250336954865, 0.25543204305524175, 63.480000000000004, 78.16666666666666, 97.32380186427723, 97.83783345282832, 0.20677013953470372, 0.2767061159203324
51, 51.66258907318115, 0.3322352370883845, 0.2545558339069513, 63.39, 78.24, 97.27666354179382, 104.57246505157858, 0.20591749949380755, 0.2799490020622181
52, 51.39773988723755, 0.33094736895983734, 0.2538509330796925, 63.56, 78.22, 96.69814320044084, 99.92144002793711, 0.20550185806033286, 0.28098664574230775
53, 51.62585377693176, 0.33280468666100804, 0.2505182736468586, 63.78, 78.90222222222222, 96.92420424114574, 102.01978195769877, 0.2020561691288921, 0.2817947919232936
54, 51.57009792327881, 0.3306883645208576, 0.2521253699352118, 63.77, 78.43333333333334, 97.2684556354176, 98.3287947449503, 0.20349113943732597, 0.28152396218686165
55, 51.3696174621582, 0.33285633295397216, 0.2505029594441029, 62.77, 78.89333333333333, 97.92335753007369, 97.11244356179539, 0.2015412783419544, 0.28430010661294186
56, 51.5203902721405, 0.3228412810005719, 0.24820453728633848, 64.97, 79.47777777777777, 97.48796916007996, 99.99728895742682, 0.19946055008437147, 0.272842632441581
57, 51.55490851402283, 0.3220245559004289, 0.24384053305468775, 64.21, 80.22222222222221, 97.90904775532809, 96.6320794021027, 0.19488600734621286, 0.2737085172269918
58, 51.5087149143219, 0.3199705602247504, 0.24426130518655886, 64.53, 80.21111111111111, 96.6361894607544, 96.29144345054144, 0.19594320849600164, 0.2718248376740685
59, 51.6587975025177, 0.3298521992526477, 0.24401612939651718, 63.79, 80.33777777777777, 97.21230411529541, 99.36233732971964, 0.1954099747606299, 0.2801710244598268
60, 51.52010893821716, 0.32784607365161555, 0.2406010593456978, 63.74999999999999, 80.80666666666667, 96.64825370094992, 101.67743595944175, 0.19227692925117232, 0.2770073521363584
61, 51.34386110305786, 0.33579732496527176, 0.2394562173550102, 63.42, 81.0111111111111, 97.75577389110218, 102.22739420057852, 0.19057832717556844, 0.28468362383450135
62, 51.5452618598938, 0.33078885983817186, 0.23890034858645362, 64.14, 81.23777777777778, 97.2330868027427, 100.11796898177907, 0.1902838037772612, 0.28072987006434913
63, 51.34323740005493, 0.32484343346161176, 0.23838813624090768, 64.08, 81.14444444444445, 97.12391274625605, 98.46344670162925, 0.18982617734846743, 0.275611709567565
64, 51.19681453704834, 0.32567339758329755, 0.23628925874998624, 64.24, 81.55111111111111, 98.0457731593739, 99.99175030672097, 0.1872663708319041, 0.27567751630197596
65, 51.350430727005005, 0.32717123816284954, 0.236966510980644, 63.27, 81.44, 97.62275153940374, 98.34074421170392, 0.18815513289618221, 0.27800086178357086
66, 51.231335163116455, 0.3279104711888712, 0.23288185788657179, 63.83, 81.99555555555555, 96.3073204647411, 99.96704874159414, 0.18472819559445436, 0.27792694466777995
67, 51.633137941360474, 0.3247791566426241, 0.2340936234898188, 64.64, 81.64888888888889, 97.28570697524331, 99.60252988791164, 0.18545076818290082, 0.274977890185163
68, 51.14773368835449, 0.326752684916122, 0.23063607611270112, 64.33, 82.30444444444444, 97.16440068591724, 100.52042041247404, 0.18205387373878198, 0.27649247325673887
69, 51.64731407165527, 0.32488517444345016, 0.22921447074887427, 63.91, 82.63555555555556, 96.56707341020757, 100.76009832454633, 0.1809309312057766, 0.27450512217569956
70, 51.6065890789032, 0.3261060944840878, 0.2286590470678427, 64.14999999999999, 82.68888888888888, 96.9170476956801, 100.57453252092192, 0.1802005205218765, 0.27581882439082184
71, 51.318296670913696, 0.3363528549671173, 0.2267449636181647, 62.029999999999994, 82.86888888888889, 96.21078278801657, 99.37182955198651, 0.17863956991244445, 0.28666693820983546
72, 51.36172962188721, 0.3262481549872628, 0.22730769174681467, 64.25999999999999, 82.92888888888889, 97.20718069510026, 97.2785893693755, 0.17870409795167772, 0.27760885335222074
73, 51.220356941223145, 0.32697953604444674, 0.2258848970417272, 63.970000000000006, 83.11777777777777, 97.06188175894998, 100.77567899679836, 0.1773539545776492, 0.2765916927328593
74, 51.37174153327942, 0.3245869392081152, 0.22456226794218476, 64.14, 83.22444444444444, 96.85287874395198, 98.58418351185473, 0.17613582592457533, 0.27529484524002557
75, 51.59812068939209, 0.3249654437922224, 0.2218387141739103, 63.629999999999995, 83.67333333333333, 96.27762070569125, 99.27458258520198, 0.17369990232823926, 0.27532814801493777
76, 51.669955253601074, 0.3318815529346466, 0.22207534406334162, 62.99, 83.95777777777778, 96.9145112471147, 100.64150344269186, 0.1736180861480534, 0.28156079955493346
77, 51.19792413711548, 0.32737952018085914, 0.22369626905261117, 63.89, 83.54, 98.25456170602278, 98.54985094674026, 0.17456898525018583, 0.27810459159597567
78, 51.59775757789612, 0.3319270546677746, 0.22033782870593396, 63.39, 84.18444444444444, 97.66523107615384, 99.49895429007614, 0.17150521168315952, 0.282177573517908
79, 51.29797625541687, 0.33194143862663944, 0.21797112743793565, 63.43, 84.37777777777778, 96.56586317582564, 101.77188622197018, 0.16968819499015808, 0.2810554902387571
80, 51.62333846092224, 0.32997195894205117, 0.21722576839172028, 63.6, 84.45555555555555, 96.63254685835405, 100.71920148632195, 0.1689094926907935, 0.2796123548399044
81, 51.3077449798584, 0.3300333026843735, 0.21584978178990158, 63.33, 84.48666666666666, 96.70069961114363, 99.9589115577408, 0.167499429165301, 0.28005384512339965
82, 51.3490526676178, 0.32965234676493876, 0.2156418638557873, 63.839999999999996, 84.75333333333333, 96.46632599830627, 106.71264349056196, 0.16740869815376672, 0.2762960203086274
83, 51.2878839969635, 0.3265358100209055, 0.21473645283417267, 64.01, 84.99555555555555, 97.10141548243436, 102.70604647865778, 0.16618574381043966, 0.2751827837922905
84, 51.636531352996826, 0.32938094342811197, 0.21400208267467943, 64.39, 84.88888888888889, 96.74652051925659, 101.38113905508307, 0.1656288207423958, 0.2786903713322893
85, 51.531132221221924, 0.3290300041059904, 0.2120971520939334, 63.480000000000004, 85.46222222222222, 97.66352753205733, 99.65843915335739, 0.16326538659632206, 0.2792007825042628
86, 51.63873553276062, 0.33270427886443804, 0.20955215965990315, 63.12, 85.48, 96.29785013198853, 100.65949732140649, 0.16140323263508352, 0.2823745249947415
87, 51.56611776351929, 0.33827521680276607, 0.2114948994818736, 62.12, 85.19777777777777, 98.03481420603666, 100.9686609582056, 0.16247748998417097, 0.28779088187066815
88, 51.393877267837524, 0.32795123246651664, 0.20887394071641294, 63.88, 85.47777777777777, 96.48057109659368, 100.02438875995105, 0.1606336532329971, 0.277939038374756
89, 51.172890186309814, 0.3296831159652034, 0.20799085819585758, 63.72, 85.92222222222222, 96.7141145359386, 104.70679599423951, 0.15963379879990083, 0.27732971763309044
90, 51.607993602752686, 0.32789936020404475, 0.20672952620820564, 63.75999999999999, 85.90444444444445, 96.50405610691418, 99.69472542291955, 0.15847749563611366, 0.2780519944580295
91, 51.20431423187256, 0.33134310984913307, 0.20622170576825738, 64.03, 86.17111111111112, 96.81315185806967, 103.46151153950751, 0.15781512803567405, 0.27961235050159167
92, 51.575026512145996, 0.33063311063790624, 0.20621497116305612, 62.949999999999996, 86.16222222222221, 97.59707136587663, 102.03750591036639, 0.1574164328842678, 0.2796143534817273
93, 50.78296136856079, 0.3271646028078055, 0.20594380584291436, 63.6, 86.13333333333333, 97.47644077647816, 98.16213380837742, 0.15720558244819668, 0.278083535123475
94, 51.1190927028656, 0.32834072392198105, 0.20237799962474542, 63.07000000000001, 86.68666666666667, 96.2387751232494, 98.60716199271286, 0.15425861038436944, 0.27903713927238805
95, 50.70328426361084, 0.3317304336571995, 0.20448615749112584, 63.01, 86.25333333333333, 96.53229787132956, 101.08421238766441, 0.15622000671415168, 0.28118832673453076
96, 50.81052255630493, 0.33570293799231327, 0.2022937686097893, 62.339999999999996, 86.73111111111112, 96.7064414024353, 101.99518759039384, 0.15394054564901374, 0.2847053423712525
97, 51.046311378479004, 0.32404046458534047, 0.2041870173998177, 63.739999999999995, 86.37333333333333, 97.06202036684209, 100.4878227137312, 0.15565600449388678, 0.2737965538531919
98, 51.10243558883667, 0.32862486831749543, 0.19965936027636583, 63.339999999999996, 86.8888888888889, 96.76008846543051, 100.15109494366223, 0.1512793139342896, 0.27854931920389586
99, 50.65222430229187, 0.33416466509239584, 0.19872576836496592, 62.72, 87.17111111111112, 96.0849890275435, 103.09385932246342, 0.15068327222781425, 0.2826177355232118
100, 50.95894980430603, 0.33098278807688364, 0.19882416403429073, 63.38, 86.90666666666667, 96.82593629576944, 100.74185692509518, 0.1504111938305538, 0.2806118577718735
101, 50.98603081703186, 0.34016546116599555, 0.19827583593062378, 62.89, 87.01777777777778, 96.3877918286757, 108.28243062466005, 0.1500819375611503, 0.2860242464119875
102, 50.980406761169434, 0.3359029730664024, 0.19920708713206378, 62.51, 86.82666666666667, 96.43218783898787, 102.94506439981582, 0.15099099071019076, 0.2844304346208331
103, 50.80671548843384, 0.343317301967476, 0.19766219972040167, 61.94, 87.05555555555556, 97.04981366070834, 102.41998030264166, 0.14913729063912548, 0.2921073110420493
